Student ID,Score
1155177154,0.00
1155192093,7.00
1155193257,7.00
1155194933,7.00
1155199403,7.00
1155207232,3.00
1155210941,7.00
1155211231,5.00
1155212236,7.00
1155212501,6.00
1155212615,6.00
1155212745,7.00
1155213043,7.00
1155213257,0.00
1155213333,7.00
1155213733,7.00
1155213767,2.00
1155214101,1.00
1155214148,7.00
1155214244,3.00
1155214439,7.00
