Student ID,4(a),4(b),4(c)
1155177154,7,2,0
1155192093,7,7,2
1155193257,7,7,3
1155194933,7,7,0
1155199403,7,7,5
1155207232,5,3,4
1155210152,7,7,6
1155210941,7,7,4
1155211231,7,5,0
1155212236,7,7,6
1155212501,7,6,3
1155212615,7,6,3
1155212745,7,7,0
1155213043,7,7,4
1155213257,1,0,0
1155213333,7,7,4
1155213349,0,7,6
1155213661,7,6,6
1155213733,7,7,0
1155213767,7,2,3
1155214101,7,1,0
1155214148,7,7,2
1155214244,0,3,2
1155214439,7,7,6
