Student ID,Score
1155177154,10.00
1155192093,0.00
1155194933,0.00
1155199403,0.00
1155202380,0.00
1155207232,0.00
1155210152,0.00
1155210941,0.00
1155211231,10.00
1155212236,0.00
1155212501,0.00
1155212615,0.00
1155212745,10.00
1155213043,0.00
1155213257,0.00
1155213333,0.00
1155213349,0.00
1155213661,10.00
1155213733,0.00
1155214148,10.00
1155214244,0.00
1155214439,0.00
