Student ID,Score
1155177154,0.00
1155192093,0.00
1155193257,0.00
1155194933,0.00
1155199403,4.00
1155207232,0.00
1155210941,0.00
1155211231,0.00
1155212236,6.00
1155212501,0.00
1155212615,0.00
1155212745,0.00
1155213043,4.00
1155213257,0.00
1155213333,0.00
1155213733,0.00
1155213767,0.00
1155214101,0.00
1155214148,2.00
1155214244,0.00
1155214439,6.00
